meta_ref_id,quote,reports_any_result,reports_quantitative_result,reports_limitation
"Zvereva, E. L. and Kozlov, M. V. 2021. Latitudinal gradient in the intensity of biotic interactions in terrestrial ecosystems: sources of variation and differences from the diversity gradient revealed by meta-analysis. â€“ Ecol. Lett. 24: 2506â€“2520.","We advanced several intersecting avenues of future research that can move the study of geographic patterns of herbivory beyond the recent controversy (Anstett et al. 2016, Moles and Ollerton 2016, Zvereva and Kozlov 2019) by refocusing on the biophysical constraints of plantâ€“herbivore interactions.",FALSE,FALSE,FALSE
"Zvereva, E. L. and Kozlov, M. V. 2021. Latitudinal gradient in the intensity of biotic interactions in terrestrial ecosystems: sources of variation and differences from the diversity gradient revealed by meta-analysis. â€“ Ecol. Lett. 24: 2506â€“2520.","On the other hand, Zvereva and Kozlov (2019) found that past work has likely overestimated spatial turnover in herbivory rates because of methodologies prone to cognitive bias that find support for a given hypothesis, suggesting that past studies support the LHH more than is merited by empirical data.",TRUE,FALSE,FALSE
"Zvereva, E. L. and Kozlov, M. V. 2021. Latitudinal gradient in the intensity of biotic interactions in terrestrial ecosystems: sources of variation and differences from the diversity gradient revealed by meta-analysis. â€“ Ecol. Lett. 24: 2506â€“2520.","The above suggests there is error in herbivory measurements based on percentages, and given the controversy around the LHH (Anstett et al. 2016, Moles and Ollerton 2016, Zvereva and Kozlov 2019), more thought on what is measured and its meaning is warranted.",FALSE,FALSE,FALSE
"Zvereva, E. L., & Kozlov, M. V. (2016). The costs and effectiveness of chemical defenses in herbivorous insects: A meta-analysis. Ecological Monographs, 86, 107â€“124.","uch high-contrast patterns are thought to promote recognition and avoidance learn- ing by predators (Aronsson & Gamberale-Stille, 2012; Zvereva & Kozlov, 2016).",TRUE,FALSE,FALSE
"Zvereva, E. L., & Kozlov, M. V. (2021). Latitudinal gradient in the intensity of biotic interactions in terrestrial ecosystems: Sources of variation and differences from the diversity gradient revealed by meta-analysis. Ecology Letters, 24, 2506â€“2520.","Recent reviews have found support for this hypothesis (Hargreaves et al., 2014; Paquette & Hargreaves, 2021), suggesting biotic interactions consistently influence species ranges at warm range edges, where biodiversity levels tend to increase as well as biotic interactions per se (Vamosi et al., 2006; Zvereva & Kozlov, 2021).",TRUE,FALSE,FALSE
"Zvereva, E. L., and M. V. Kozlov. 2006. â€œConsequences of Simultaneous Elevation of Carbon Dioxide and Temperature for Plant-Herbivore Interactions: A Metaanalysis.â€ Global Change Biology 12: 27â€“41. https://doi.org/10.1111/j.1365-2486. 2005.01086.x.","Despite these projections, empirical data underscore that pest responses to warming are highly complex and species specific (Lehmann et al., 2020; Parmesan et al., 2018; Robinet & Roques, 2010; Zvereva & Kozlov, 2006).",TRUE,FALSE,FALSE
"Zvereva, E. L., and M. V. Kozlov. 2006. â€œConsequences of Simultaneous Elevation of Carbon Dioxide and Temperature for Plantâ€“Herbivore Interactions: A Metaanalysis.â€ Global Change Biology 12: 27â€“41.","For example, differences in temperatures (AmbarlÄ± et al., 2021; Lemoine et al., 2014; ValdÃ©s-Correcher et al., 2021; Zvereva & Kozlov, 2006) might be important drivers of herbivory rates, for example, by directly increasing herbivore activity.",TRUE,FALSE,FALSE
"Zvereva, E. L., and M. V. Kozlov. 2006. â€œConsequences of Simultaneous Elevation of Carbon Dioxide and Temperature for Plantâ€“Herbivore Interactions: A Metaanalysis.â€ Global Change Biology 12: 27â€“41.","Besides these indirect pathways through plant and herbivore characteristics, intensive land use may alter abiotic conditions such as microclimate, for example temperature through changes of structural characteristics of the plant community such as more open canopies in managed forests (Thom et al., 2020), which in turn may affect herbivory rates more directly (AmbarlÄ± et al., 2021; Lemoine et al., 2014; ValdÃ©s-Correcher et al., 2021; Zvereva & Kozlov, 2006).",TRUE,FALSE,FALSE
"Zvereva, E.L. & Kozlov, M.V. (2021) Latitudinal gradient in the intensity of biotic interactions in terrestrial ecosystems: sources of variation and differences from the diversity gradient revealed by meta-analysis. Ecology Letters, 24, 2506â€“2520.","Tropical terrestrial prey are hypothesized to be more defended than temperate terrestrial prey because of higher predation rates in the tropics (Roslin et al., 2017; Zvereva & Kozlov, 2021), potentially furthering tropical predator preference for weakly defended aquatic prey.",TRUE,FALSE,FALSE
"Zvereva, E.L. and Kozlov, M.V., Responses of terrestrial arthropods to air pollution: A meta-analysis, Environ. Sci. Pollut. Res., 2010, vol. 17, pp. 297â€“311.",The body size of insects usually decreases with their proximity to the point source of pollution [8].,TRUE,FALSE,FALSE
"Zvereva, E.L. and Kozlov, M.V., Responses of terrestrial arthropods to air pollution: A meta-analysis, Environ. Sci. Pollut. Res., 2010, vol. 17, pp. 297â€“311.","For insects, a decrease in the abundance and diversity is usually recorded with proximity to the source of emissions [3â€“7]; however, there are sometimes deviations from this pattern [8].",TRUE,FALSE,FALSE
"Zwolak R, Celebias P, Bogdziewicz M. 2022. Global patterns in the predator satiation effect of masting: A meta-analysis. PNAS. 119:e2105655119.","Although the life histories of florivorous/granivorous insects of long-interval masting plants such as bamboos are still largely unexplored, there are substantial studies on seed predation of masting plants (Zwolak et al. Citation2022).",FALSE,FALSE,FALSE
"Zwolak, R., Celebias, P. & Bogdziewicz, M. (2022) Global patterns in the predator satiation effect of masting: a metaanalysis. Proceedings of the National Academy of Sciences, 119, e2105655119. https://doi.org/10.1073/pnas.2105655119","Consequently, beyond a threshold of production the rate of seed consumption reaches a plateau at which it remains constant irrespective of the size of the seed surplus (Zwolak et al., 2022).",TRUE,FALSE,FALSE
"Zwolak, R., Celebias, P. & Bogdziewicz, M. (2022) Global patterns in the predator satiation effect of masting: a metaanalysis. Proceedings of the National Academy of Sciences, 119, e2105655119. https://doi.org/10.1073/pnas.2105655119","We decided to categorize beechnut production because beyond a certain threshold of production the response of bears and other seed consumers to masting remains the same (Zwolak et al., 2022, see also Figure 1)",TRUE,FALSE,FALSE
"Zytynska SE, Tighiouart K, Frago E. Benefits and costs of hosting facultative symbionts in plant-sucking insects: a meta-analysis. Mol Ecol. 2021;30:2483â€“94.","In aphids, facultative endosymbionts can enhance protection of their hosts against parasitoid wasps [72â€“78], fungal pathogens [79, 80], and viruses [81].",TRUE,FALSE,FALSE
"Zytynska SE, Tighiouart K, Frago E. Benefits and costs of hosting facultative symbionts in plant-sucking insects: meta-analysis. Mol Ecol. 2021;30:2483â€“94.","Facultative symbionts have also been shown to influence aphid interactions with host plants [18, 36, 37], including via effects on traits such as feeding behavior [19] and population growth [38, 39], which, in turn, can influence virus transmission [5, 32].",TRUE,FALSE,FALSE
"Zytynska SE, Tighiouart K, Frago E. Benefits and costs of hosting facultative symbionts in plant-sucking insects: meta-analysis. Mol Ecol. 2021;30:2483â€“94.","These findings add to a growing literature demonstrating that the microbiome is a key player in host physiology, performance, and behavior [18, 19, 34, 38, 39].",TRUE,FALSE,FALSE
"Zytynska SE, Tighiouart K, Frago E. Benefits and costs of hosting facultative symbionts in plant-sucking insects: meta-analysis. Mol Ecol. 2021;30:2483â€“94.","Obligate nutritional symbiosis with endobacteria (typically Buchnera aphidicola) is a key feature of aphid biology that provides access to essential amino acids absent in the phloem diet [18, 34]",TRUE,FALSE,FALSE
"Zytynska SE, Tighiouart K, Frago E. Benefits and costs of hosting facultative symbionts in plant-sucking insects: meta-analysis. Mol Ecol. 2021;30:2483â€“94.","Indeed, endosymbionts associated with insect vectors are known to influence reproductive rates, behavioral patterns, and other traits with relevance for disease transmission [18â€“24]",TRUE,FALSE,FALSE
"Zytynska SE, Tighiouart K, Frago E. Benefits and costs of hosting facultative symbionts in plant-sucking insects: meta-analysis. Mol Ecol. 2021;30:2483â€“94.","Aphids form well-documented associations with obligate and facultative endosymbionts and are also important vectors of plant pathogens, including viruses that can have dramatic effects on aphid-plant interactions [2, 3, 17, 18, 25, 26]",TRUE,FALSE,FALSE
"de Boer, R. A., R. Vega-Trejo, A. Kotrschal, and J. L. Fitzpatrick. 2021. â€œMeta-Analytic Evidence that Animals Rarely Avoid Inbreeding.â€ Nature Ecology & Evolution 5: 949â€“64.","However, although inbreeding appears equally common in both plants and animals (Olsen et al., 2020), it can also be avoided in ways that do not involve dispersal, especially in animals in which individuals generally have control over the exchange of gametes (de Boer et al., 2021; Pike et al., 2021).",TRUE,FALSE,FALSE
"van Dongen J, Hagenbeek FA, Suderman M et al (2021) DNA meth- ylation signatures of aggression and closely related constructs: a meta-analysis of epigenome-wide studies across the lifespan. Mol Psychiatry. https://doi.org/10.1038/s41380-020-00987-x","The genome-wide SNP and DNA methylation (Illumina EPIC 850K array) data, and the urinary amines and organic acids as measured in these cohorts were previously included in a genome-wide genetic and epigenetic association study and a metabolomics study of (childhood) aggression (Hagenbeek et al. 2020; van Dongen et al. 2021; Ip et al. 2021).",FALSE,FALSE,FALSE
"van Dongen J, Hagenbeek FA, Suderman M et al (2021) DNA meth- ylation signatures of aggression and closely related constructs: a meta-analysis of epigenome-wide studies across the lifespan. Mol Psychiatry. https://doi.org/10.1038/s41380-020-00987-x","The first large- scale epigenome-wide association study (EWAS) meta-anal- ysis across child and adult cohorts (N = 15,324) reported 13 significant sites in peripheral blood for broad aggression across the lifespan (van Dongen et al. 2021)",TRUE,FALSE,FALSE
"van Hengstum, T., D. A. P. Hooftman, J. G. B. Oostermeijer, and P. H. van Tienderen. 2014. Impact of plant invasions on local arthropod communities: a meta-analysis. Journal of Ecology 102:4â€“11.","Under this view of impact, global analy- ses have shown that plant invasions consistently cause a significant reduction in the diversity of recipient plant communities (Winter et al. 2009, VilÃ¡ et al. 2011, Hejda and de Bello 2013, Castro-DÄ±ez et al. 2016); an effect that has been shown to cascade through ecosystems to impact higher trophic levels in both terrestrial (van Hengstum et al. 2014, Clusella-Trullas and Garcia 2017) and aquatic systems (Thomsen et al 2014, Gallardo et al. 2016), or to belowground microbial communities (Bugiel et al. 2018).",TRUE,FALSE,FALSE
"van Kleunen M, Weber E, Fischer M (2010) A meta-analysis of trait differences between invasive and non-invasive plant species. Ecol Lett 13:235â€“245. https:// doi. org/ 10. 1111/j. 1461- 0248. 2009.01418.x","Furthermore, a meta-analysis by van Kleunen et al. (2010) showed that invasive species are more commonly associated with increased performance-related measures such as size and fitness, as well as an enhanced nutrient uptake of alien species (Dassonville et al. 2008).",TRUE,FALSE,FALSE
"van Kleunen M, Weber E, Fischer M. A meta-analysis of trait differences between invasive and non-invasive plant species. Ecol Lett. 2010;13:235â€“45.","Understanding mechanisms of species invasions is of fundamental interest to biological conservation [48], and the understanding can be improved by a comprehensive comparison between invasive and native species, e.g., van Kleunen et al. [64], Davidson et al. [10], Broadbent et al. [5].",FALSE,FALSE,FALSE
