article_id,meta_ref_id,is_meta_ref_meta_analysis,meta_ref_section,meta_ref_section_adj,meta_ref_quotes
nature_ecology_and_evolution_000079,"sanders, d., frago, e., kehoe, r., patterson, c. & gaston, k. j. a meta-analysis of biological impacts of artificial light at night. nat. ecol. evol. 5, 74–81 (2021).",TRUE,discussion/conclusion,results/discussion/conclusion,"however, there was detectable publication bias for non-native animal responses to terrestrial cold spells, and for native animal responses to terrestrial heatwaves and cold spells, and fresh- water floods and droughts (supplementary table 1), which is a com- mon phenomenon in meta-analyses when disciplines are partial to studying certain effects28."
nature_ecology_and_evolution_000079,"pedder, h., sarri, g., keeney, e., nunes, v. & dias, s. data extraction for complex meta-analysis (decimal) guide. syst. rev. 5, 212 (2016).",FALSE,methods,methods,"par- ticularly, for studies based on successive or long-term observational data, the value at the closest time before ewes was the control, and the averaged value around the time of ewe was the treatment491."
nature_ecology_and_evolution_000079,"greco, t. et al. how to impute study-specific standard deviations in meta-analyses of skewed continuous endpoints? world j. metaanal. 3, 215–224 (2015).",FALSE,methods,methods,we extracted median and interquartile range in boxplots to quantify the mean and deviation values when studies reported statistical results of parametric tests or when the data had been transformed to meet normality in the literature492.
nature_ecology_and_evolution_000079,"van aert, r. c. m., wicherts, j. m. & van assen, m. a. l. m. publication bias examined in meta-analyses from psychology and medicine: a meta-meta-analysis. plos one 14, e0215052 (2019).",FALSE,methods,methods,these eight groups were only included in our main analyses if they contained at least 10 effect sizes from multiple studies for each class or biogeographic realm493.
nature_ecology_and_evolution_000079,"bonett, d. g. meta-analytic interval estimation for standardized and unstandardized mean differences. psychol. methods 14, 225–238 (2009).",FALSE,methods,methods,"we used a standardized mean difference with heteroscedastic popu- lation variances (smdh) in the two groups, which is a widely used and robust method to calculate effect sizes494."
nature_ecology_and_evolution_000079,"viechtbauer, w. conducting meta-analyses in r with the metafor package. j. stat. softw. 36, 1–48 (2010).",FALSE,methods,methods,hedges’ d effect sizes were obtained after correcting for sample bias in smdh using the ‘escalc’ function in the ‘metafor’ (v.3.0-2) package495.
nature_ecology_and_evolution_000079,"hoaglin, d. c. misunderstandings about q and ‘cochran’s q test’ in meta-analysis. stat. med 35, 485–495 (2016).",FALSE,methods,methods,"the approximate residual heterogeneity of models was assessed using cochran’s q (qe), and the omnibus wald-type test (qm) was used to assess model perfor- mance in explaining the heterogeneity attributed to a given moderator variable496."
nature_ecology_and_evolution_000079,"lin, l. & chu, h. quantifying publication bias in meta-analysis. biometrics 74, 785–794 (2018).",FALSE,methods,methods,we ran egger’s regression test for publication bias497 and an omnibus test to compare the responses of non-native and native species to each ewe498.
nature_ecology_and_evolution_000079,"viechtbauer, w. & cheung, m. w.-l. outlier and
 influence diagnostics for meta-analysis. res. synth. methods 1, 112–125 (2010).",FALSE,methods,methods,outliers were clas- sified as any standardized residual for a study whose absolute value was >3 (ref. 500) and were determined using the ‘metaoutliers’ func- tion in the ‘altmeta’ (v.4.1) package501.
nature_ecology_and_evolution_000079,"lin, l., chu, h. & hodges, j. s. alternative measures of between-study heterogeneity in meta-analysis: reducing the impact of outlying studies. biometrics 73, 156–166 (2017).",FALSE,methods,methods,outliers were clas- sified as any standardized residual for a study whose absolute value was >3 (ref. 500) and were determined using the ‘metaoutliers’ func- tion in the ‘altmeta’ (v.4.1) package501.
nature_ecology_and_evolution_000079,"gu, s., qi, t., rohr, j. r. & liu, x. meta-analysis reveals less sensitivity of non-native animals than natives to extreme weather worldwide. figshare https://doi.org/10.6084/ m9.figshare.23587695 (2023).",TRUE,methods,methods,all data [540] analyses were conducted in r (4.2.1)[541].
nature_ecology_and_evolution_000085,NA,NA,NA,NA,NA
nature_ecology_and_evolution_000088,"marino, n. d. a. c., romero, g. q. & farjalla, v. f. geographical and experimental contexts modulate the effect of warming on top‐down control: a meta‐analysis. ecol. lett. 21, 455–466 (2018).",TRUE,results,results/discussion/conclusion,"local context can play a key role in determining the outcome of warming, with a recent meta-analysis of controlled experiments showing that warming only strengthens top-down control in colder regions, with opposite effects in warmer areas36."
nature_ecology_and_evolution_000153,"dochtermann, n. a., schwab, t., berdal, m. a., dalos, j. &
 royauté, r. the heritability of behavior: a meta-analysis. j. hered.
 110, 403–410 (2019).",TRUE,methods,methods,"small heritabilities were previously taken as indicative that a trait was under stronger selection pressures89,90, although in natural popula- tions, heritabilities are now considered unsuitable measures of evolu- tionary potential due to inherent positive correlations between genetic variance and other components of phenotypic variance44,89."
nature_ecology_and_evolution_000168,NA,NA,NA,NA,NA
nature_ecology_and_evolution_000197,"alcocer, i., lima, h., sugai, l. s. m. & llusia, d. acoustic indices as
proxies for biodiversity: a meta-analysis. biol. rev. 97, 2209–2236
(2022).",TRUE,introduction,introduction,"nonetheless, soundscape features which correlate positively with biodiversity at one site can have an inverse relationship in another17,18 and no reliable single metric has been found19.;however, features did not behave consistently across datasets and most were only correlated with richness in one or two datasets (explaining inconsistencies seen in the literature19; fig. 1a–c)."
nature_ecology_and_evolution_000197,"alcocer, i., lima, h., sugai, l. s. m. & llusia, d. acoustic indices as
proxies for biodiversity: a meta-analysis. biol. rev. 97, 2209–2236
(2022).",TRUE,introduction,introduction,"nonetheless, soundscape features
which correlate positively with biodiversity at one site can have an
inverse relationship in another17,18 and no reliable single metric has
been found19."
nature_ecology_and_evolution_000203,NA,NA,NA,NA,NA
nature_ecology_and_evolution_000229,NA,NA,NA,NA,NA
nature_ecology_and_evolution_000244,"froese, r. cube law, condition factor and weight–length relationships: history, meta-analysis and recommendations. j. appl. ichthyol. 22, 241–253 (2006).",TRUE,methods,methods,"we only used fish individuals with a body mass in the range between 0.5 g and 2,000 g to account for potential body size biases in electro- fishing efficiency that affect the capture of the smallest (<20 mm; that is, approximately 0.5 g) and the largest individuals (extended data fig.4)57,58."
nature_ecology_and_evolution_000261,"traniello, i. m. et al. meta-analysis of honey bee neurogenomic response links deformed wing virus type a to precocious behavioral maturation. sci. rep. 10, 3101 (2020).",TRUE,results,results/discussion/conclusion,"we detected 48 cell clusters and were able to characterize many of them using established insect neuronal and glial biomarkers primarily derived from drosophila melanogaster and available insect scrna-seq brain atlases of gene expression20–24, including a previous honeybee brain scrna-seq analysis25.;the former have been associated with honeybee aggression via in situ hybridization34 and the latter have been associated with behavioural plasticity in honeybees25 and ants23."
nature_ecology_and_evolution_000261,"traniello, i. m. et al. meta-analysis of honey bee neurogenomic response links deformed wing virus type a to precocious behavioral maturation. sci. rep. 10, 3101 (2020).",TRUE,methods,methods,"we removed 14 samples from analysis due to contamination with a common honeybee virus25,62 and two samples with an abnormally low number of sequenced reads, leaving us with a final sample size of 163 individuals (81 soldiers and 82 foragers) collected from nine colonies.; these parameters were selected on the basis of previous scrna-seq data in d. melanogaster20, jumping ants23 and a previous honeybee study25, with consideration for the high degree of cellular homogeneity in insect whole-brain samples as well as the large recovery of cells in our experiment."
nature_ecology_and_evolution_000276,"shepard, c. c., crain, c. m. & beck, m. w. the protective role of coastal marshes: a systematic review and meta-analysis. plos one 6, e27374 (2011).",TRUE,methods,methods,"the habitat ranks were informed by expert judgement and the peer-reviewed literature19,20,72–74. ; while more extensive habitat probably provides more coastal protection, the relationship is not linear (that is, at some point wave attenuation levels off and additional habitat area does not provide additional coastal protection benefit72,75)."
nature_ecology_and_evolution_000280,"cauchoix, m. et al. the repeatability of cognitive performance: a meta-analysis. philos. trans. r. soc. b: biol. sci. 373, 20170281 (2018).",TRUE,introduction,introduction,"in practice, the robustness of aggregated results is implicitly assumed but rarely tested19–22."
nature_ecology_and_evolution_000282,"vellend, m. et al. global meta-analysis reveals no net change in local-scale plant biodiversity over time. proc. natl acad. sci. usa 110, 19456–19459 (2013).",TRUE,discussion/conclusion,results/discussion/conclusion,"the empirical data thus correspond to previous meta-analyses4,10,14,15, showing no overall decline in local richness, but rather a small yet significant average increase over time."
nature_ecology_and_evolution_000351,"arena, m. & sgolastra, f. a meta-analysis comparing the
sensitivity of bees to pesticides. ecotoxicology 23, 324–334
(2014).",TRUE,introduction,introduction,"the generally low maximum cumulative ratio (mcr) values indicate
that the pesticide mixture risk, independent of bee species and focal
crop, was driven by one or a few high-risk compounds (similar to ref. 53)."
nature_ecology_and_evolution_000351,"arena, m. & sgolastra, f. a meta-analysis comparing the
sensitivity of bees to pesticides. ecotoxicology 23, 324–334
(2014).",TRUE,methods,methods,"we used ld50 for adult a. mellifera because there are incomplete
toxicity data for other bee species and life stages and, where there
are data, ld50 for other bee species correlate with the corresponding
a. mellifera ld50 (refs. 53,74)."
nature_ecology_and_evolution_000396,"wirbel, j. et al. microbiome meta-analysis and cross-disease comparison enabled by the siamcat machine learning toolbox. genome biol. 22, 93 (2021).",TRUE,results,results/discussion/conclusion,"positively correlated with microplastic count were parvimonas, a predictor of colorectal cancer in humans38, and cetobacterium, which is resistant to the antibiotic vancomycin39."
